Notes,States,States Code,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Count
,Arkansas,5,2005,2005,Oral Cavity and Pharynx,20010-20100,Male,M,238
,Arkansas,5,2005,2005,Ovary,27040,Female,F,182
,Arkansas,5,2005,2005,Pancreas,21100,Female,F,139
,Arkansas,5,2005,2005,Pancreas,21100,Male,M,189
,Arkansas,5,2005,2005,Prostate,28010,Male,M,2306
,Arkansas,5,2005,2005,Stomach,21020,Female,F,66
,Arkansas,5,2005,2005,Stomach,21020,Male,M,120
,Arkansas,5,2005,2005,Thyroid,32010,Female,F,131
,Arkansas,5,2005,2005,Thyroid,32010,Male,M,48
,Arkansas,5,2005,2005,Urinary Bladder invasive and in situ,29010,Female,F,164
,Arkansas,5,2005,2005,Urinary Bladder invasive and in situ,29010,Male,M,419
,Arkansas,5,2006,2006,Brain and Other Nervous System,31010-31040,Female,F,85
,Arkansas,5,2006,2006,Brain and Other Nervous System,31010-31040,Male,M,119
,Arkansas,5,2006,2006,Breast,26000,Female,F,1847
,Arkansas,5,2006,2006,Cervix Uteri,27010,Female,F,140
,Arkansas,5,2006,2006,Colon and Rectum,21041-21052,Female,F,727
,Arkansas,5,2006,2006,Colon and Rectum,21041-21052,Male,M,755
,Arkansas,5,2006,2006,Corpus Uteri,27020,Female,F,305
,Arkansas,5,2006,2006,Esophagus,21010,Female,F,31
,Arkansas,5,2006,2006,Esophagus,21010,Male,M,101
,Arkansas,5,2006,2006,Gallbladder,21080,Female,F,17
,Arkansas,5,2006,2006,Kidney and Renal Pelvis,29020,Female,F,184
,Arkansas,5,2006,2006,Kidney and Renal Pelvis,29020,Male,M,316
,Arkansas,5,2006,2006,Larynx,22020,Female,F,36
,Arkansas,5,2006,2006,Larynx,22020,Male,M,131
,Arkansas,5,2006,2006,Leukemias,35011-35043,Female,F,160
,Arkansas,5,2006,2006,Leukemias,35011-35043,Male,M,198
,Arkansas,5,2006,2006,Liver,21071,Female,F,31
,Arkansas,5,2006,2006,Liver,21071,Male,M,101
,Arkansas,5,2006,2006,Lung and Bronchus,22030,Female,F,1026
,Arkansas,5,2006,2006,Lung and Bronchus,22030,Male,M,1472
,Arkansas,5,2006,2006,Melanoma of the Skin,25010,Female,F,186
,Arkansas,5,2006,2006,Melanoma of the Skin,25010,Male,M,261
,Arkansas,5,2006,2006,Myeloma,34000,Female,F,75
,Arkansas,5,2006,2006,Myeloma,34000,Male,M,109
,Arkansas,5,2006,2006,Non-Hodgkin Lymphoma,33041-33042,Female,F,286
,Arkansas,5,2006,2006,Non-Hodgkin Lymphoma,33041-33042,Male,M,284
,Arkansas,5,2006,2006,Oral Cavity and Pharynx,20010-20100,Female,F,111
,Arkansas,5,2006,2006,Oral Cavity and Pharynx,20010-20100,Male,M,245
,Arkansas,5,2006,2006,Ovary,27040,Female,F,197
,Arkansas,5,2006,2006,Pancreas,21100,Female,F,188
,Arkansas,5,2006,2006,Pancreas,21100,Male,M,171
,Arkansas,5,2006,2006,Prostate,28010,Male,M,2350
,Arkansas,5,2006,2006,Stomach,21020,Female,F,58
,Arkansas,5,2006,2006,Stomach,21020,Male,M,119
,Arkansas,5,2006,2006,Thyroid,32010,Female,F,162
,Arkansas,5,2006,2006,Thyroid,32010,Male,M,70
,Arkansas,5,2006,2006,Urinary Bladder invasive and in situ,29010,Female,F,143
,Arkansas,5,2006,2006,Urinary Bladder invasive and in situ,29010,Male,M,448
,Arkansas,5,2007,2007,Brain and Other Nervous System,31010-31040,Female,F,116
,Arkansas,5,2007,2007,Brain and Other Nervous System,31010-31040,Male,M,108
,Arkansas,5,2007,2007,Breast,26000,Female,F,1945
,Arkansas,5,2007,2007,Breast,26000,Male,M,16
,Arkansas,5,2007,2007,Cervix Uteri,27010,Female,F,147
,Arkansas,5,2007,2007,Colon and Rectum,21041-21052,Female,F,659
,Arkansas,5,2007,2007,Colon and Rectum,21041-21052,Male,M,825
,Arkansas,5,2007,2007,Corpus Uteri,27020,Female,F,332
,Arkansas,5,2007,2007,Esophagus,21010,Female,F,32
,Arkansas,5,2007,2007,Esophagus,21010,Male,M,99
,Arkansas,5,2007,2007,Gallbladder,21080,Female,F,25
,Arkansas,5,2007,2007,Kidney and Renal Pelvis,29020,Female,F,220
,Arkansas,5,2007,2007,Kidney and Renal Pelvis,29020,Male,M,301
,Arkansas,5,2007,2007,Larynx,22020,Female,F,29
,Arkansas,5,2007,2007,Larynx,22020,Male,M,115
,Arkansas,5,2007,2007,Leukemias,35011-35043,Female,F,160
,Arkansas,5,2007,2007,Leukemias,35011-35043,Male,M,215
,Arkansas,5,2007,2007,Liver,21071,Female,F,35
,Arkansas,5,2007,2007,Liver,21071,Male,M,113
,Arkansas,5,2007,2007,Lung and Bronchus,22030,Female,F,1077
,Arkansas,5,2007,2007,Lung and Bronchus,22030,Male,M,1628
,Arkansas,5,2007,2007,Melanoma of the Skin,25010,Female,F,188
,Arkansas,5,2007,2007,Melanoma of the Skin,25010,Male,M,263
,Arkansas,5,2007,2007,Myeloma,34000,Female,F,74
,Arkansas,5,2007,2007,Myeloma,34000,Male,M,95
,Arkansas,5,2007,2007,Non-Hodgkin Lymphoma,33041-33042,Female,F,245
,Arkansas,5,2007,2007,Non-Hodgkin Lymphoma,33041-33042,Male,M,328
,Arkansas,5,2007,2007,Oral Cavity and Pharynx,20010-20100,Female,F,124
,Arkansas,5,2007,2007,Oral Cavity and Pharynx,20010-20100,Male,M,260
,Arkansas,5,2007,2007,Ovary,27040,Female,F,196
,Arkansas,5,2007,2007,Pancreas,21100,Female,F,169
,Arkansas,5,2007,2007,Pancreas,21100,Male,M,187
,Arkansas,5,2007,2007,Prostate,28010,Male,M,2350
,Arkansas,5,2007,2007,Stomach,21020,Female,F,76
,Arkansas,5,2007,2007,Stomach,21020,Male,M,125
,Arkansas,5,2007,2007,Thyroid,32010,Female,F,168
,Arkansas,5,2007,2007,Thyroid,32010,Male,M,66
,Arkansas,5,2007,2007,Urinary Bladder invasive and in situ,29010,Female,F,145
,Arkansas,5,2007,2007,Urinary Bladder invasive and in situ,29010,Male,M,486
,Arkansas,5,2008,2008,Brain and Other Nervous System,31010-31040,Female,F,98
,Arkansas,5,2008,2008,Brain and Other Nervous System,31010-31040,Male,M,110
,Arkansas,5,2008,2008,Breast,26000,Female,F,1801
,Arkansas,5,2008,2008,Breast,26000,Male,M,19
,Arkansas,5,2008,2008,Cervix Uteri,27010,Female,F,162
,Arkansas,5,2008,2008,Colon and Rectum,21041-21052,Female,F,744
,Arkansas,5,2008,2008,Colon and Rectum,21041-21052,Male,M,791
,Arkansas,5,2008,2008,Corpus Uteri,27020,Female,F,326
,Arkansas,5,2008,2008,Esophagus,21010,Female,F,19
,Arkansas,5,2008,2008,Esophagus,21010,Male,M,114
,Arkansas,5,2008,2008,Kidney and Renal Pelvis,29020,Female,F,201
,Arkansas,5,2008,2008,Kidney and Renal Pelvis,29020,Male,M,341
,Arkansas,5,2008,2008,Larynx,22020,Female,F,38
,Arkansas,5,2008,2008,Larynx,22020,Male,M,111
,Arkansas,5,2008,2008,Leukemias,35011-35043,Female,F,152
,Arkansas,5,2008,2008,Leukemias,35011-35043,Male,M,192
,Arkansas,5,2008,2008,Liver,21071,Female,F,44
,Arkansas,5,2008,2008,Liver,21071,Male,M,128
,Arkansas,5,2008,2008,Lung and Bronchus,22030,Female,F,1102
,Arkansas,5,2008,2008,Lung and Bronchus,22030,Male,M,1586
,Arkansas,5,2008,2008,Melanoma of the Skin,25010,Female,F,192
,Arkansas,5,2008,2008,Melanoma of the Skin,25010,Male,M,263
,Arkansas,5,2008,2008,Myeloma,34000,Female,F,83
,Arkansas,5,2008,2008,Myeloma,34000,Male,M,122
,Arkansas,5,2008,2008,Non-Hodgkin Lymphoma,33041-33042,Female,F,281
,Arkansas,5,2008,2008,Non-Hodgkin Lymphoma,33041-33042,Male,M,298
,Arkansas,5,2008,2008,Oral Cavity and Pharynx,20010-20100,Female,F,116
,Arkansas,5,2008,2008,Oral Cavity and Pharynx,20010-20100,Male,M,299
,Arkansas,5,2008,2008,Ovary,27040,Female,F,198
,Arkansas,5,2008,2008,Pancreas,21100,Female,F,182
,Arkansas,5,2008,2008,Pancreas,21100,Male,M,201
,Arkansas,5,2008,2008,Prostate,28010,Male,M,2310
,Arkansas,5,2008,2008,Stomach,21020,Female,F,58
,Arkansas,5,2008,2008,Stomach,21020,Male,M,119
,Arkansas,5,2008,2008,Thyroid,32010,Female,F,187
,Arkansas,5,2008,2008,Thyroid,32010,Male,M,68
,Arkansas,5,2008,2008,Urinary Bladder invasive and in situ,29010,Female,F,150
,Arkansas,5,2008,2008,Urinary Bladder invasive and in situ,29010,Male,M,480
,Arkansas,5,2009,2009,Brain and Other Nervous System,31010-31040,Female,F,96
,Arkansas,5,2009,2009,Brain and Other Nervous System,31010-31040,Male,M,111
,Arkansas,5,2009,2009,Breast,26000,Female,F,1940
,Arkansas,5,2009,2009,Cervix Uteri,27010,Female,F,152
,Arkansas,5,2009,2009,Colon and Rectum,21041-21052,Female,F,666
,Arkansas,5,2009,2009,Colon and Rectum,21041-21052,Male,M,802
,Arkansas,5,2009,2009,Corpus Uteri,27020,Female,F,369
,Arkansas,5,2009,2009,Esophagus,21010,Female,F,21
,Arkansas,5,2009,2009,Esophagus,21010,Male,M,135
,Arkansas,5,2009,2009,Gallbladder,21080,Female,F,25
,Arkansas,5,2009,2009,Kidney and Renal Pelvis,29020,Female,F,201
,Arkansas,5,2009,2009,Kidney and Renal Pelvis,29020,Male,M,328
,Arkansas,5,2009,2009,Larynx,22020,Female,F,35
,Arkansas,5,2009,2009,Larynx,22020,Male,M,126
,Arkansas,5,2009,2009,Leukemias,35011-35043,Female,F,129
,Arkansas,5,2009,2009,Leukemias,35011-35043,Male,M,242
,Arkansas,5,2009,2009,Liver,21071,Female,F,41
,Arkansas,5,2009,2009,Liver,21071,Male,M,148
,Arkansas,5,2009,2009,Lung and Bronchus,22030,Female,F,1065
,Arkansas,5,2009,2009,Lung and Bronchus,22030,Male,M,1509
,Arkansas,5,2009,2009,Melanoma of the Skin,25010,Female,F,219
,Arkansas,5,2009,2009,Melanoma of the Skin,25010,Male,M,274
,Arkansas,5,2009,2009,Myeloma,34000,Female,F,76
,Arkansas,5,2009,2009,Myeloma,34000,Male,M,120
,Arkansas,5,2009,2009,Non-Hodgkin Lymphoma,33041-33042,Female,F,276
,Arkansas,5,2009,2009,Non-Hodgkin Lymphoma,33041-33042,Male,M,336
,Arkansas,5,2009,2009,Oral Cavity and Pharynx,20010-20100,Female,F,115
,Arkansas,5,2009,2009,Oral Cavity and Pharynx,20010-20100,Male,M,310
,Arkansas,5,2009,2009,Ovary,27040,Female,F,174
,Arkansas,5,2009,2009,Pancreas,21100,Female,F,173
,Arkansas,5,2009,2009,Pancreas,21100,Male,M,207
,Arkansas,5,2009,2009,Prostate,28010,Male,M,2341
,Arkansas,5,2009,2009,Stomach,21020,Female,F,56
,Arkansas,5,2009,2009,Stomach,21020,Male,M,112
,Arkansas,5,2009,2009,Thyroid,32010,Female,F,200
,Arkansas,5,2009,2009,Thyroid,32010,Male,M,74
,Arkansas,5,2009,2009,Urinary Bladder invasive and in situ,29010,Female,F,131
,Arkansas,5,2009,2009,Urinary Bladder invasive and in situ,29010,Male,M,472
,Arkansas,5,2010,2010,Brain and Other Nervous System,31010-31040,Female,F,97
,Arkansas,5,2010,2010,Brain and Other Nervous System,31010-31040,Male,M,116
,Arkansas,5,2010,2010,Breast,26000,Female,F,1951
,Arkansas,5,2010,2010,Breast,26000,Male,M,22
,Arkansas,5,2010,2010,Cervix Uteri,27010,Female,F,164
,Arkansas,5,2010,2010,Colon and Rectum,21041-21052,Female,F,680
,Arkansas,5,2010,2010,Colon and Rectum,21041-21052,Male,M,763
,Arkansas,5,2010,2010,Corpus Uteri,27020,Female,F,367
,Arkansas,5,2010,2010,Esophagus,21010,Female,F,29
,Arkansas,5,2010,2010,Esophagus,21010,Male,M,108
,Arkansas,5,2010,2010,Gallbladder,21080,Female,F,31
,Arkansas,5,2010,2010,Kidney and Renal Pelvis,29020,Female,F,229
,Arkansas,5,2010,2010,Kidney and Renal Pelvis,29020,Male,M,325
,Arkansas,5,2010,2010,Larynx,22020,Female,F,30
,Arkansas,5,2010,2010,Larynx,22020,Male,M,122
,Arkansas,5,2010,2010,Leukemias,35011-35043,Female,F,164
,Arkansas,5,2010,2010,Leukemias,35011-35043,Male,M,228
,Arkansas,5,2010,2010,Liver,21071,Female,F,50
,Arkansas,5,2010,2010,Liver,21071,Male,M,155
,Arkansas,5,2010,2010,Lung and Bronchus,22030,Female,F,1101
,Arkansas,5,2010,2010,Lung and Bronchus,22030,Male,M,1530
,Arkansas,5,2010,2010,Melanoma of the Skin,25010,Female,F,182
,Arkansas,5,2010,2010,Melanoma of the Skin,25010,Male,M,313
,Arkansas,5,2010,2010,Myeloma,34000,Female,F,92
,Arkansas,5,2010,2010,Myeloma,34000,Male,M,103
,Arkansas,5,2010,2010,Non-Hodgkin Lymphoma,33041-33042,Female,F,279
,Arkansas,5,2010,2010,Non-Hodgkin Lymphoma,33041-33042,Male,M,298
,Arkansas,5,2010,2010,Oral Cavity and Pharynx,20010-20100,Female,F,99
,Arkansas,5,2010,2010,Oral Cavity and Pharynx,20010-20100,Male,M,330
,Arkansas,5,2010,2010,Ovary,27040,Female,F,178
,Arkansas,5,2010,2010,Pancreas,21100,Female,F,189
,Arkansas,5,2010,2010,Pancreas,21100,Male,M,199
,Arkansas,5,2010,2010,Prostate,28010,Male,M,2298
,Arkansas,5,2010,2010,Stomach,21020,Female,F,83
,Arkansas,5,2010,2010,Stomach,21020,Male,M,110
,Arkansas,5,2010,2010,Thyroid,32010,Female,F,220
,Arkansas,5,2010,2010,Thyroid,32010,Male,M,79
,Arkansas,5,2010,2010,Urinary Bladder invasive and in situ,29010,Female,F,160
,Arkansas,5,2010,2010,Urinary Bladder invasive and in situ,29010,Male,M,570
,Arkansas,5,2011,2011,Brain and Other Nervous System,31010-31040,Female,F,85
,Arkansas,5,2011,2011,Brain and Other Nervous System,31010-31040,Male,M,121
,Arkansas,5,2011,2011,Breast,26000,Female,F,1924
,Arkansas,5,2011,2011,Cervix Uteri,27010,Female,F,125
,Arkansas,5,2011,2011,Colon and Rectum,21041-21052,Female,F,701
,Arkansas,5,2011,2011,Colon and Rectum,21041-21052,Male,M,730
,Arkansas,5,2011,2011,Corpus Uteri,27020,Female,F,374
,Arkansas,5,2011,2011,Esophagus,21010,Female,F,30
,Arkansas,5,2011,2011,Esophagus,21010,Male,M,141
,Arkansas,5,2011,2011,Kidney and Renal Pelvis,29020,Female,F,232
,Arkansas,5,2011,2011,Kidney and Renal Pelvis,29020,Male,M,335
,Arkansas,5,2011,2011,Larynx,22020,Female,F,29
,Arkansas,5,2011,2011,Larynx,22020,Male,M,101
,Arkansas,5,2011,2011,Leukemias,35011-35043,Female,F,146
,Arkansas,5,2011,2011,Leukemias,35011-35043,Male,M,207
,Arkansas,5,2011,2011,Liver,21071,Female,F,44
,Arkansas,5,2011,2011,Liver,21071,Male,M,151
,Arkansas,5,2011,2011,Lung and Bronchus,22030,Female,F,1103
,Arkansas,5,2011,2011,Lung and Bronchus,22030,Male,M,1594
,Arkansas,5,2011,2011,Melanoma of the Skin,25010,Female,F,233
,Arkansas,5,2011,2011,Melanoma of the Skin,25010,Male,M,369
,Arkansas,5,2011,2011,Myeloma,34000,Female,F,92
,Arkansas,5,2011,2011,Myeloma,34000,Male,M,141
,Arkansas,5,2011,2011,Non-Hodgkin Lymphoma,33041-33042,Female,F,258
,Arkansas,5,2011,2011,Non-Hodgkin Lymphoma,33041-33042,Male,M,285
,Arkansas,5,2011,2011,Oral Cavity and Pharynx,20010-20100,Female,F,111
,Arkansas,5,2011,2011,Oral Cavity and Pharynx,20010-20100,Male,M,329
,Arkansas,5,2011,2011,Ovary,27040,Female,F,177
,Arkansas,5,2011,2011,Pancreas,21100,Female,F,178
,Arkansas,5,2011,2011,Pancreas,21100,Male,M,208
,Arkansas,5,2011,2011,Prostate,28010,Male,M,2286
,Arkansas,5,2011,2011,Stomach,21020,Female,F,71
,Arkansas,5,2011,2011,Stomach,21020,Male,M,128
,Arkansas,5,2011,2011,Thyroid,32010,Female,F,235
,Arkansas,5,2011,2011,Thyroid,32010,Male,M,78
,Arkansas,5,2011,2011,Urinary Bladder invasive and in situ,29010,Female,F,134
,Arkansas,5,2011,2011,Urinary Bladder invasive and in situ,29010,Male,M,543
,Arkansas,5,2012,2012,Brain and Other Nervous System,31010-31040,Female,F,104
,Arkansas,5,2012,2012,Brain and Other Nervous System,31010-31040,Male,M,119
,Arkansas,5,2012,2012,Breast,26000,Female,F,2008
,Arkansas,5,2012,2012,Breast,26000,Male,M,16
,Arkansas,5,2012,2012,Cervix Uteri,27010,Female,F,141
,Arkansas,5,2012,2012,Colon and Rectum,21041-21052,Female,F,678
,Arkansas,5,2012,2012,Colon and Rectum,21041-21052,Male,M,775
,Arkansas,5,2012,2012,Corpus Uteri,27020,Female,F,386
,Arkansas,5,2012,2012,Esophagus,21010,Female,F,24
,Arkansas,5,2012,2012,Esophagus,21010,Male,M,118
,Arkansas,5,2012,2012,Gallbladder,21080,Female,F,16
,Arkansas,5,2012,2012,Kidney and Renal Pelvis,29020,Female,F,228
,Arkansas,5,2012,2012,Kidney and Renal Pelvis,29020,Male,M,372
,Arkansas,5,2012,2012,Larynx,22020,Female,F,35
,Arkansas,5,2012,2012,Larynx,22020,Male,M,124
,Arkansas,5,2012,2012,Leukemias,35011-35043,Female,F,181
,Arkansas,5,2012,2012,Leukemias,35011-35043,Male,M,255
,Arkansas,5,2012,2012,Liver,21071,Female,F,63
,Arkansas,5,2012,2012,Liver,21071,Male,M,174
,Arkansas,5,2012,2012,Lung and Bronchus,22030,Female,F,1143
,Arkansas,5,2012,2012,Lung and Bronchus,22030,Male,M,1580
,Arkansas,5,2012,2012,Melanoma of the Skin,25010,Female,F,262
,Arkansas,5,2012,2012,Melanoma of the Skin,25010,Male,M,416
,Arkansas,5,2012,2012,Myeloma,34000,Female,F,117
,Arkansas,5,2012,2012,Myeloma,34000,Male,M,137
,Arkansas,5,2012,2012,Non-Hodgkin Lymphoma,33041-33042,Female,F,273
,Arkansas,5,2012,2012,Non-Hodgkin Lymphoma,33041-33042,Male,M,354
,Arkansas,5,2012,2012,Oral Cavity and Pharynx,20010-20100,Female,F,126
,Arkansas,5,2012,2012,Oral Cavity and Pharynx,20010-20100,Male,M,303
,Arkansas,5,2012,2012,Ovary,27040,Female,F,203
,Arkansas,5,2012,2012,Pancreas,21100,Female,F,201
,Arkansas,5,2012,2012,Pancreas,21100,Male,M,214
,Arkansas,5,2012,2012,Prostate,28010,Male,M,1987
,Arkansas,5,2012,2012,Stomach,21020,Female,F,76
,Arkansas,5,2012,2012,Stomach,21020,Male,M,125
,Arkansas,5,2012,2012,Thyroid,32010,Female,F,242
,Arkansas,5,2012,2012,Thyroid,32010,Male,M,73
,Arkansas,5,2012,2012,Urinary Bladder invasive and in situ,29010,Female,F,127
,Arkansas,5,2012,2012,Urinary Bladder invasive and in situ,29010,Male,M,544
,Arkansas,5,2013,2013,Brain and Other Nervous System,31010-31040,Female,F,98
,Arkansas,5,2013,2013,Brain and Other Nervous System,31010-31040,Male,M,137
,Arkansas,5,2013,2013,Breast,26000,Female,F,2200
,Arkansas,5,2013,2013,Breast,26000,Male,M,20
,Arkansas,5,2013,2013,Cervix Uteri,27010,Female,F,168
,Arkansas,5,2013,2013,Colon and Rectum,21041-21052,Female,F,705
,Arkansas,5,2013,2013,Colon and Rectum,21041-21052,Male,M,832
,Arkansas,5,2013,2013,Corpus Uteri,27020,Female,F,394
,Arkansas,5,2013,2013,Esophagus,21010,Female,F,29
,Arkansas,5,2013,2013,Esophagus,21010,Male,M,138
,Arkansas,5,2013,2013,Gallbladder,21080,Female,F,21
,Arkansas,5,2013,2013,Kidney and Renal Pelvis,29020,Female,F,225
,Arkansas,5,2013,2013,Kidney and Renal Pelvis,29020,Male,M,401
,Arkansas,5,2013,2013,Larynx,22020,Female,F,45
,Arkansas,5,2013,2013,Larynx,22020,Male,M,122
,Arkansas,5,2013,2013,Leukemias,35011-35043,Female,F,206
,Arkansas,5,2013,2013,Leukemias,35011-35043,Male,M,274
,Arkansas,5,2013,2013,Liver,21071,Female,F,67
,Arkansas,5,2013,2013,Liver,21071,Male,M,161
,Arkansas,5,2013,2013,Lung and Bronchus,22030,Female,F,1214
,Arkansas,5,2013,2013,Lung and Bronchus,22030,Male,M,1676
,Arkansas,5,2013,2013,Melanoma of the Skin,25010,Female,F,261
,Arkansas,5,2013,2013,Melanoma of the Skin,25010,Male,M,416
,Arkansas,5,2013,2013,Myeloma,34000,Female,F,111
,Arkansas,5,2013,2013,Myeloma,34000,Male,M,120
,Arkansas,5,2013,2013,Non-Hodgkin Lymphoma,33041-33042,Female,F,300
,Arkansas,5,2013,2013,Non-Hodgkin Lymphoma,33041-33042,Male,M,352
,Arkansas,5,2013,2013,Oral Cavity and Pharynx,20010-20100,Female,F,130
,Arkansas,5,2013,2013,Oral Cavity and Pharynx,20010-20100,Male,M,327
,Arkansas,5,2013,2013,Ovary,27040,Female,F,213
,Arkansas,5,2013,2013,Pancreas,21100,Female,F,227
,Arkansas,5,2013,2013,Pancreas,21100,Male,M,241
,Arkansas,5,2013,2013,Prostate,28010,Male,M,1794
,Arkansas,5,2013,2013,Stomach,21020,Female,F,74
,Arkansas,5,2013,2013,Stomach,21020,Male,M,141
,Arkansas,5,2013,2013,Thyroid,32010,Female,F,213
,Arkansas,5,2013,2013,Thyroid,32010,Male,M,79
,Arkansas,5,2013,2013,Urinary Bladder invasive and in situ,29010,Female,F,137
,Arkansas,5,2013,2013,Urinary Bladder invasive and in situ,29010,Male,M,570
,Arkansas,5,2014,2014,Brain and Other Nervous System,31010-31040,Female,F,122
,Arkansas,5,2014,2014,Brain and Other Nervous System,31010-31040,Male,M,136
,Arkansas,5,2014,2014,Breast,26000,Female,F,2153
,Arkansas,5,2014,2014,Breast,26000,Male,M,19
,Arkansas,5,2014,2014,Cervix Uteri,27010,Female,F,139
,Arkansas,5,2014,2014,Colon and Rectum,21041-21052,Female,F,716
,Arkansas,5,2014,2014,Colon and Rectum,21041-21052,Male,M,871
,Arkansas,5,2014,2014,Corpus Uteri,27020,Female,F,419
,Arkansas,5,2014,2014,Esophagus,21010,Female,F,22
,Arkansas,5,2014,2014,Esophagus,21010,Male,M,149
,Arkansas,5,2014,2014,Gallbladder,21080,Female,F,20
,Arkansas,5,2014,2014,Kidney and Renal Pelvis,29020,Female,F,228
,Arkansas,5,2014,2014,Kidney and Renal Pelvis,29020,Male,M,474
,Arkansas,5,2014,2014,Larynx,22020,Female,F,40
,Arkansas,5,2014,2014,Larynx,22020,Male,M,122
,Arkansas,5,2014,2014,Leukemias,35011-35043,Female,F,189
,Arkansas,5,2014,2014,Leukemias,35011-35043,Male,M,315
,Arkansas,5,2014,2014,Liver,21071,Female,F,58
,Arkansas,5,2014,2014,Liver,21071,Male,M,181
,Arkansas,5,2014,2014,Lung and Bronchus,22030,Female,F,1290
,Arkansas,5,2014,2014,Lung and Bronchus,22030,Male,M,1618
,Arkansas,5,2014,2014,Melanoma of the Skin,25010,Female,F,274
,Arkansas,5,2014,2014,Melanoma of the Skin,25010,Male,M,433
,Arkansas,5,2014,2014,Myeloma,34000,Female,F,115
,Arkansas,5,2014,2014,Myeloma,34000,Male,M,137
,Arkansas,5,2014,2014,Non-Hodgkin Lymphoma,33041-33042,Female,F,269
,Arkansas,5,2014,2014,Non-Hodgkin Lymphoma,33041-33042,Male,M,333
,Arkansas,5,2014,2014,Oral Cavity and Pharynx,20010-20100,Female,F,152
,Arkansas,5,2014,2014,Oral Cavity and Pharynx,20010-20100,Male,M,351
,Arkansas,5,2014,2014,Ovary,27040,Female,F,190
,Arkansas,5,2014,2014,Pancreas,21100,Female,F,184
,Arkansas,5,2014,2014,Pancreas,21100,Male,M,242
,Arkansas,5,2014,2014,Prostate,28010,Male,M,1922
,Arkansas,5,2014,2014,Stomach,21020,Female,F,74
,Arkansas,5,2014,2014,Stomach,21020,Male,M,134
,Arkansas,5,2014,2014,Thyroid,32010,Female,F,305
,Arkansas,5,2014,2014,Thyroid,32010,Male,M,94
,Arkansas,5,2014,2014,Urinary Bladder invasive and in situ,29010,Female,F,159
,Arkansas,5,2014,2014,Urinary Bladder invasive and in situ,29010,Male,M,538
,Arkansas,5,2015,2015,Brain and Other Nervous System,31010-31040,Female,F,89
,Arkansas,5,2015,2015,Brain and Other Nervous System,31010-31040,Male,M,125
,Arkansas,5,2015,2015,Breast,26000,Female,F,2209
,Arkansas,5,2015,2015,Breast,26000,Male,M,21
,Arkansas,5,2015,2015,Cervix Uteri,27010,Female,F,163
,Arkansas,5,2015,2015,Colon and Rectum,21041-21052,Female,F,743
,Arkansas,5,2015,2015,Colon and Rectum,21041-21052,Male,M,868
,Arkansas,5,2015,2015,Corpus Uteri,27020,Female,F,441
,Arkansas,5,2015,2015,Esophagus,21010,Female,F,28
,Arkansas,5,2015,2015,Esophagus,21010,Male,M,133
,Arkansas,5,2015,2015,Gallbladder,21080,Female,F,26
,Arkansas,5,2015,2015,Kidney and Renal Pelvis,29020,Female,F,256
,Arkansas,5,2015,2015,Kidney and Renal Pelvis,29020,Male,M,455
,Arkansas,5,2015,2015,Larynx,22020,Female,F,22
,Arkansas,5,2015,2015,Larynx,22020,Male,M,101
,Arkansas,5,2015,2015,Leukemias,35011-35043,Female,F,228
,Arkansas,5,2015,2015,Leukemias,35011-35043,Male,M,297
,Arkansas,5,2015,2015,Liver,21071,Female,F,61
,Arkansas,5,2015,2015,Liver,21071,Male,M,179
,Arkansas,5,2015,2015,Lung and Bronchus,22030,Female,F,1281
,Arkansas,5,2015,2015,Lung and Bronchus,22030,Male,M,1663
,Arkansas,5,2015,2015,Melanoma of the Skin,25010,Female,F,298
,Arkansas,5,2015,2015,Melanoma of the Skin,25010,Male,M,483
,Arkansas,5,2015,2015,Myeloma,34000,Female,F,111
,Arkansas,5,2015,2015,Myeloma,34000,Male,M,157
,Arkansas,5,2015,2015,Non-Hodgkin Lymphoma,33041-33042,Female,F,284
,Arkansas,5,2015,2015,Non-Hodgkin Lymphoma,33041-33042,Male,M,350
,Arkansas,5,2015,2015,Oral Cavity and Pharynx,20010-20100,Female,F,145
,Arkansas,5,2015,2015,Oral Cavity and Pharynx,20010-20100,Male,M,384
,Arkansas,5,2015,2015,Ovary,27040,Female,F,222
,Arkansas,5,2015,2015,Pancreas,21100,Female,F,217
,Arkansas,5,2015,2015,Pancreas,21100,Male,M,229
,Arkansas,5,2015,2015,Prostate,28010,Male,M,2117
,Arkansas,5,2015,2015,Stomach,21020,Female,F,80
,Arkansas,5,2015,2015,Stomach,21020,Male,M,165
,Arkansas,5,2015,2015,Thyroid,32010,Female,F,308
,Arkansas,5,2015,2015,Thyroid,32010,Male,M,125
,Arkansas,5,2015,2015,Urinary Bladder invasive and in situ,29010,Female,F,166
,Arkansas,5,2015,2015,Urinary Bladder invasive and in situ,29010,Male,M,513
,Arkansas,5,2016,2016,Brain and Other Nervous System,31010-31040,Female,F,84
,Arkansas,5,2016,2016,Brain and Other Nervous System,31010-31040,Male,M,139
,Arkansas,5,2016,2016,Breast,26000,Female,F,2279
,Arkansas,5,2016,2016,Cervix Uteri,27010,Female,F,135
,Arkansas,5,2016,2016,Colon and Rectum,21041-21052,Female,F,758
,Arkansas,5,2016,2016,Colon and Rectum,21041-21052,Male,M,772
,Arkansas,5,2016,2016,Corpus Uteri,27020,Female,F,475
,Arkansas,5,2016,2016,Esophagus,21010,Female,F,30
